1,1,1491045388.077209
1,1,1491045573.925026
1,1,1491045682.466063
3,1,1491045785.515577
9,2,1491045864.447433
1,1,1491045936.834334
5,2,1491045989.590594
4,1,1491046173.156445
6,2,1491046345.988153
6,2,1491046593.84065
3,1,1491046727.293092
4,1,1491046859.275712
3,1,1491047023.199164
3,1,1491047200.792377
2,1,1491047285.187467
1,1,1491047334.2915862
1,1,1491047401.843437
2,1,1491047412.8395
3,1,1491047422.757308
